Make,Chevrolet,,Make,Toyota,,"Ho: ?1 - ?2 = 0
Ha: ?1 - ?2 ? 0",,,,,,
,,,,,,,,,,,,
Row Labels,Sum of Annual Fuel Cost (FT1),,Row Labels,Sum of Annual Fuel Cost (FT1),,,,,,,,
3467,"$2,350",,9628,"$3,500",,,,,,,,
3487,"$1,450",,9629,"$3,200",,,,,,,,
3488,"$1,400",,9665,"$2,100",,,,,,,,
3489,"$1,400",,9666,"$1,650",,,,,,,,
3490,"$1,750",,9667,"$1,600",,,,,,,,
3491,"$1,750",,9685,"$1,650",,,,,,,,
3549,"$1,500",,9686,"$1,600",,,,,,,,
3550,"$1,850",,9687,"$1,400",,,,,,,,
3551,"$1,750",,9688,"$1,300",,,,,,,,
3552,"$1,750",,9866,"$1,450",,,,,,,,
3591,"$2,050",,9867,"$1,400",,,,,,,,
3595,"$1,750",,9868,"$2,250",,,,,,,,
3596,"$1,650",,9869,"$1,750",,,,,,,,
3597,"$1,650",,9870,"$1,600",,,,,,,,
3598,"$1,600",,9871,"$1,450",,,,,,,,
3599,"$2,200",,9872,"$1,200",,,,,,,,
3600,"$1,950",,9873,"$1,300",,,,,,,,
3601,"$1,950",,10003,"$1,450",,,,,,,,
3602,"$1,950",,10004,"$1,350",,,,,,,,
3658,"$1,950",,10005,"$1,400",,,,,,,,
3659,"$1,950",,10006,"$1,350",,,,,,,,
3660,"$2,500",,10090,"$1,650",,,,,,,,
3661,"$2,050",,10091,"$1,600",,,,,,,,
3662,"$2,200",,10092,"$1,850",,,,,,,,
3663,"$2,050",,10093,"$1,950",,,,,,,,
3664,"$2,050",,10160,"$1,400",,,,,,,,
3665,"$2,200",,10161,"$1,350",,,,,,,,
3666,"$2,500",,10201,"$1,650",,,,,,,,
3667,"$2,500",,10202,"$1,850",,,,,,,,
3668,"$2,350",,10319,"$1,650",,,,,,,,
3669,"$2,350",,10320,"$1,600",,,,,,,,
3670,"$2,500",,10321,"$1,950",,,,,,,,
3671,"$2,700",,10322,"$2,200",,,,,,,,
3672,"$2,150",,10323,"$2,050",,,,,,,,
3673,"$2,050",,10407,"$2,050",,,,,,,,
3674,"$2,050",,10408,"$1,950",,,,,,,,
3675,"$2,500",,10409,"$2,700",,,,,,,,
3676,"$2,350",,10410,"$2,500",,,,,,,,
3677,"$2,350",,10411,"$2,350",,,,,,,,
3678,"$2,500",,10479,"$2,050",,,,,,,,
3679,"$2,500",,10480,"$1,950",,,,,,,,
3680,"$2,350",,10481,"$2,050",,,,,,,,
3681,"$2,500",,10534,"$2,050",,,,,,,,
3682,"$2,700",,10602,"$2,900",,,,,,,,
3683,"$2,250",,10603,"$2,050",,,,,,,,
3684,"$2,250",,10604,"$1,950",,,,,,,,
3760,"$1,950",,10605,"$2,700",,,,,,,,
3761,"$1,650",,10606,"$2,500",,,,,,,,
3762,"$1,750",,10615,"$3,500",,,,,,,,
3763,"$2,200",,10616,"$3,200",,,,,,,,
3764,"$2,050",,10650,"$2,100",,,,,,,,
3765,"$2,050",,10651,"$1,600",,,,,,,,
3766,"$2,350",,10652,"$1,600",,,,,,,,
3767,"$2,350",,10670,"$1,400",,,,,,,,
3768,"$2,350",,10671,"$1,300",,,,,,,,
3769,"$2,700",,10672,"$2,250",,,,,,,,
3770,"$2,500",,10673,"$2,350",,,,,,,,
3771,"$2,500",,10674,"$2,350",,,,,,,,
3772,"$2,500",,10675,"$2,350",,,,,,,,
3773,"$2,700",,10834,"$1,400",,,,,,,,
3774,"$2,900",,10835,"$1,350",,,,,,,,
3775,"$2,400",,10836,"$1,500",,,,,,,,
3776,"$2,250",,10837,"$1,500",,,,,,,,
3777,"$2,250",,10838,"$1,450",,,,,,,,
3778,"$2,700",,10839,"$1,200",,,,,,,,
3779,"$2,900",,10840,"$1,300",,,,,,,,
3780,"$2,400",,10974,"$1,450",,,,,,,,
3781,"$2,250",,10975,"$1,350",,,,,,,,
3852,"$1,850",,10976,"$1,400",,,,,,,,
3853,"$1,750",,10977,"$1,350",,,,,,,,
3854,"$1,650",,11051,"$1,650",,,,,,,,
3855,"$2,050",,11052,"$1,500",,,,,,,,
3856,"$1,950",,11053,"$1,850",,,,,,,,
3857,"$2,350",,11125,"$1,400",,,,,,,,
3858,"$2,200",,11126,"$1,350",,,,,,,,
3859,"$2,050",,11156,"$1,650",,,,,,,,
3860,"$2,500",,11157,"$1,950",,,,,,,,
3861,"$2,500",,11273,"$1,750",,,,,,,,
3862,"$2,350",,11274,"$2,200",,,,,,,,
3863,"$2,350",,11275,"$2,200",,,,,,,,
3864,"$2,500",,11276,"$1,650",,,,,,,,
3865,"$2,150",,11277,"$1,600",,,,,,,,
3866,"$2,050",,11278,"$1,950",,,,,,,,
3867,"$2,350",,11279,"$2,200",,,,,,,,
3918,"$2,050",,11362,"$2,500",,,,,,,,
3919,"$2,050",,11363,"$2,350",,,,,,,,
3920,"$2,350",,11364,"$2,050",,,,,,,,
3921,"$2,350",,11365,"$1,950",,,,,,,,
3922,"$2,700",,11366,"$2,700",,,,,,,,
3923,"$2,700",,11367,"$2,350",,,,,,,,
3924,"$2,150",,11432,"$1,950",,,,,,,,
3925,"$2,250",,11433,"$2,050",,,,,,,,
3926,"$2,700",,11434,"$2,050",,,,,,,,
3968,"$2,500",,11435,"$2,050",,,,,,,,
3969,"$2,700",,11495,"$2,050",,,,,,,,
3970,"$2,150",,11569,"$2,900",,,,,,,,
3971,"$1,850",,11570,"$1,950",,,,,,,,
3972,"$1,850",,11571,"$2,700",,,,,,,,
3973,"$1,750",,11572,"$2,500",,,,,,,,
3974,"$1,650",,11612,"$2,100",,,,,,,,
3975,"$2,200",,11613,"$1,600",,,,,,,,
3976,"$2,050",,11614,"$1,600",,,,,,,,
3977,"$2,050",,11631,"$1,600",,,,,,,,
3978,"$1,950",,11632,"$1,600",,,,,,,,
4018,"$1,950",,11633,"$1,400",,,,,,,,
4019,"$1,650",,11634,"$1,250",,,,,,,,
4020,"$1,750",,11635,"$2,350",,,,,,,,
4021,"$2,200",,11636,"$2,250",,,,,,,,
4022,"$2,200",,11637,"$2,350",,,,,,,,
4023,"$2,050",,11638,"$2,350",,,,,,,,
4024,"$2,700",,11775,"$1,350",,,,,,,,
4025,"$2,700",,11776,"$1,300",,,,,,,,
4026,"$2,700",,11777,"$1,500",,,,,,,,
4027,"$2,900",,11778,"$1,600",,,,,,,,
4028,"$2,400",,11779,"$1,200",,,,,,,,
4029,"$2,700",,11780,"$1,200",,,,,,,,
4030,"$3,200",,11781,"$1,150",,,,,,,,
4031,"$2,400",,11782,"$1,150",,,,,,,,
4105,"$2,050",,11923,"$1,400",,,,,,,,
4106,"$2,700",,11924,"$1,300",,,,,,,,
4107,"$2,700",,11925,"$1,350",,,,,,,,
4122,"$2,350",,11926,"$1,300",,,,,,,,
4123,"$2,350",,12001,"$1,650",,,,,,,,
4124,"$2,350",,12002,"$1,500",,,,,,,,
4125,"$2,350",,12003,"$1,650",,,,,,,,
4161,$750,,12073,"$1,650",,,,,,,,
4162,"$1,050",,12096,"$1,350",,,,,,,,
4206,"$1,750",,12097,"$1,300",,,,,,,,
4207,"$1,950",,12125,"$1,650",,,,,,,,
4208,"$1,950",,12126,"$1,650",,,,,,,,
4209,"$2,350",,12153,"$1,650",,,,,,,,
4210,"$2,050",,12154,"$1,600",,,,,,,,
4211,"$2,350",,12155,"$1,950",,,,,,,,
4212,"$2,350",,12156,"$1,850",,,,,,,,
4213,"$1,750",,12233,"$1,850",,,,,,,,
4214,"$1,650",,12234,"$1,750",,,,,,,,
4215,"$1,250",,12235,"$2,050",,,,,,,,
4216,"$1,050",,12236,"$1,950",,,,,,,,
4217,"$1,300",,12237,"$1,650",,,,,,,,
4218,"$1,050",,12238,"$1,600",,,,,,,,
4219,$900,,12239,"$1,950",,,,,,,,
4381,"$1,450",,12240,"$1,950",,,,,,,,
4382,"$1,400",,12324,"$1,950",,,,,,,,
4383,"$1,750",,12325,"$1,950",,,,,,,,
4384,"$1,750",,12326,"$2,200",,,,,,,,
4385,"$1,750",,12327,"$2,200",,,,,,,,
4386,"$1,400",,12328,"$2,350",,,,,,,,
4387,"$1,350",,12329,"$2,200",,,,,,,,
4388,"$1,750",,12330,"$2,050",,,,,,,,
4389,"$1,650",,12331,"$1,950",,,,,,,,
4390,"$1,450",,12332,"$2,500",,,,,,,,
4391,"$1,400",,12333,"$2,350",,,,,,,,
4392,"$1,750",,12383,"$2,050",,,,,,,,
4393,"$1,750",,12384,"$1,950",,,,,,,,
4394,"$1,750",,12385,"$2,050",,,,,,,,
4395,"$1,350",,12386,"$2,050",,,,,,,,
4396,"$1,200",,12444,"$2,050",,,,,,,,
4397,"$1,500",,12500,"$2,700",,,,,,,,
4398,"$1,450",,12501,"$1,950",,,,,,,,
4544,"$1,450",,12502,"$2,700",,,,,,,,
4545,"$1,750",,12503,"$2,500",,,,,,,,
4546,"$1,650",,12550,"$1,650",,,,,,,,
4547,"$1,650",,12551,"$1,600",,,,,,,,
4548,"$1,750",,12552,"$1,300",,,,,,,,
4549,"$1,950",,12553,"$1,250",,,,,,,,
4636,"$1,750",,12554,"$2,350",,,,,,,,
4637,"$2,050",,12555,"$2,250",,,,,,,,
4638,"$2,500",,12556,"$2,350",,,,,,,,
4661,"$1,400",,12663,"$1,350",,,,,,,,
4662,"$1,350",,12664,"$1,300",,,,,,,,
4663,"$1,750",,12665,"$1,600",,,,,,,,
4664,"$1,650",,12666,"$1,600",,,,,,,,
4722,"$1,450",,12667,"$1,200",,,,,,,,
4723,"$1,650",,12668,"$1,200",,,,,,,,
4724,"$1,750",,12669,"$1,100",,,,,,,,
4764,"$1,950",,12670,"$1,150",,,,,,,,
4769,"$1,650",,12787,"$1,400",,,,,,,,
4770,"$1,500",,12788,"$1,200",,,,,,,,
4771,"$1,950",,12789,"$1,350",,,,,,,,
4772,"$1,850",,12790,"$1,300",,,,,,,,
4773,"$1,850",,12857,"$1,650",,,,,,,,
4774,"$1,950",,12858,"$1,500",,,,,,,,
4822,"$2,200",,12859,"$1,650",,,,,,,,
4823,"$2,050",,12899,"$1,650",,,,,,,,
4824,"$2,050",,12917,"$1,350",,,,,,,,
4825,"$2,200",,12918,"$1,300",,,,,,,,
4826,"$2,050",,12940,"$1,650",,,,,,,,
4827,"$2,500",,12941,"$1,650",,,,,,,,
4828,"$2,350",,12963,"$1,650",,,,,,,,
4829,"$2,350",,12964,"$1,600",,,,,,,,
4830,"$2,350",,12965,"$1,950",,,,,,,,
4831,"$2,500",,12966,"$1,950",,,,,,,,
4832,"$2,500",,13027,"$1,950",,,,,,,,
4833,"$2,050",,13028,"$1,750",,,,,,,,
4834,"$2,050",,13030,"$2,050",,,,,,,,
4835,"$2,200",,13031,"$2,050",,,,,,,,
4836,"$2,050",,13077,"$1,950",,,,,,,,
4837,"$2,350",,13078,"$1,950",,,,,,,,
4838,"$2,050",,13079,"$2,200",,,,,,,,
4839,"$2,500",,13080,"$2,200",,,,,,,,
4840,"$2,350",,13081,"$2,350",,,,,,,,
4841,"$2,350",,13082,"$2,200",,,,,,,,
4842,"$2,350",,13129,"$2,050",,,,,,,,
4843,"$2,700",,13130,"$2,050",,,,,,,,
4844,"$2,500",,13185,"$1,500",,,,,,,,
4845,"$2,050",,13186,"$1,450",,,,,,,,
4846,"$2,050",,13187,"$1,750",,,,,,,,
4918,"$2,500",,13188,"$1,750",,,,,,,,
4919,"$2,200",,13189,"$2,050",,,,,,,,
4920,"$2,350",,13249,"$2,700",,,,,,,,
4921,"$2,200",,13250,"$1,650",,,,,,,,
4922,"$2,900",,13251,"$1,650",,,,,,,,
4923,"$2,500",,13252,"$1,950",,,,,,,,
4924,"$2,500",,13253,"$2,050",,,,,,,,
4925,"$2,700",,13254,"$2,200",,,,,,,,
4926,"$2,700",,13255,"$2,200",,,,,,,,
4927,"$2,700",,13296,"$1,600",,,,,,,,
4928,"$2,250",,13297,"$1,600",,,,,,,,
4929,"$2,400",,13298,"$1,350",,,,,,,,
4930,"$2,500",,13299,"$1,200",,,,,,,,
4931,"$2,200",,13300,"$1,350",,,,,,,,
4932,"$2,350",,13301,"$1,250",,,,,,,,
4933,"$2,200",,13302,"$2,250",,,,,,,,
4934,"$2,900",,13303,"$2,350",,,,,,,,
4935,"$2,500",,13304,"$2,350",,,,,,,,
4936,"$2,700",,13305,"$2,350",,,,,,,,
4937,"$2,500",,13408,"$1,350",,,,,,,,
4938,"$2,900",,13409,"$1,250",,,,,,,,
4939,"$2,700",,13410,"$1,600",,,,,,,,
4940,"$2,250",,13411,"$1,600",,,,,,,,
4941,"$2,400",,13412,"$1,450",,,,,,,,
4942,"$1,750",,13413,"$1,200",,,,,,,,
4943,"$1,750",,13414,"$1,350",,,,,,,,
4944,"$1,950",,13415,"$1,250",,,,,,,,
4945,"$1,950",,13416,"$1,300",,,,,,,,
4946,"$1,950",,13417,"$1,200",,,,,,,,
4947,"$2,050",,13418,"$1,150",,,,,,,,
5022,"$1,750",,13605,"$1,500",,,,,,,,
5023,"$1,600",,13606,"$1,500",,,,,,,,
5024,"$2,050",,13607,"$1,850",,,,,,,,
5025,"$1,950",,13608,"$1,650",,,,,,,,
5026,"$2,200",,13653,"$1,600",,,,,,,,
5027,"$2,200",,13701,"$1,650",,,,,,,,
5028,"$2,200",,13702,"$1,600",,,,,,,,
5029,"$2,500",,13703,"$1,950",,,,,,,,
5030,"$2,350",,13704,"$1,950",,,,,,,,
5031,"$2,500",,13757,"$1,850",,,,,,,,
5032,"$2,350",,13758,"$1,950",,,,,,,,
5033,"$2,150",,13759,"$2,200",,,,,,,,
5034,"$2,050",,13760,"$2,200",,,,,,,,
5035,"$2,200",,13803,"$1,950",,,,,,,,
5077,"$2,050",,13804,"$1,950",,,,,,,,
5078,"$1,950",,13805,"$2,200",,,,,,,,
5079,"$2,200",,13806,"$2,200",,,,,,,,
5080,"$2,350",,13807,"$2,350",,,,,,,,
5081,"$2,700",,13808,"$2,200",,,,,,,,
5082,"$2,700",,13852,"$2,050",,,,,,,,
5083,"$2,250",,13853,"$2,050",,,,,,,,
5084,"$2,150",,13914,"$1,500",,,,,,,,
5085,"$2,700",,13915,"$1,500",,,,,,,,
5121,"$2,700",,13916,"$1,850",,,,,,,,
5122,"$2,250",,13917,"$1,950",,,,,,,,
5123,"$1,750",,13918,"$2,050",,,,,,,,
5124,"$1,600",,13977,"$2,700",,,,,,,,
5125,"$1,950",,13978,"$1,650",,,,,,,,
5126,"$1,950",,13979,"$1,650",,,,,,,,
5127,"$1,850",,13980,"$1,950",,,,,,,,
5128,"$1,950",,13981,"$2,050",,,,,,,,
5156,"$2,050",,13982,"$2,200",,,,,,,,
5157,"$2,050",,13983,"$2,200",,,,,,,,
5158,"$2,050",,14029,"$1,500",,,,,,,,
5159,"$2,050",,14030,"$1,600",,,,,,,,
5160,"$2,700",,14031,"$1,350",,,,,,,,
5161,"$2,900",,14032,"$1,250",,,,,,,,
5162,"$2,250",,14033,"$1,350",,,,,,,,
5163,"$2,700",,14034,"$1,300",,,,,,,,
5164,"$3,200",,14035,"$2,250",,,,,,,,
5165,"$2,400",,14036,"$2,350",,,,,,,,
5227,"$2,500",,14037,"$2,350",,,,,,,,
5228,"$2,500",,14149,"$1,600",,,,,,,,
5243,"$2,350",,14150,"$1,600",,,,,,,,
5244,"$2,350",,14151,"$1,300",,,,,,,,
5245,"$2,350",,14152,"$1,200",,,,,,,,
5246,"$2,350",,14153,"$1,150",,,,,,,,
5326,"$1,750",,14263,"$1,350",,,,,,,,
5327,"$1,850",,14264,"$1,250",,,,,,,,
5328,"$1,950",,14265,"$1,150",,,,,,,,
5329,"$2,350",,14359,"$1,500",,,,,,,,
5330,"$1,950",,14360,"$1,450",,,,,,,,
5331,"$2,350",,14361,"$1,750",,,,,,,,
5332,"$2,350",,14362,"$1,650",,,,,,,,
5333,"$1,750",,14406,"$1,600",,,,,,,,
5334,"$1,750",,14467,"$1,750",,,,,,,,
5335,"$1,050",,14468,"$1,650",,,,,,,,
5336,$850,,14469,"$1,850",,,,,,,,
5337,"$1,050",,14470,"$1,850",,,,,,,,
5513,"$1,450",,14471,"$1,950",,,,,,,,
5514,"$1,400",,14472,"$1,850",,,,,,,,
5515,"$1,750",,14530,"$1,850",,,,,,,,
5516,"$1,750",,14531,"$1,850",,,,,,,,
5517,"$1,400",,14532,"$2,050",,,,,,,,
5518,"$1,350",,14533,"$2,050",,,,,,,,
5519,"$1,750",,14578,"$2,350",,,,,,,,
5520,"$1,750",,14579,"$2,200",,,,,,,,
5679,"$1,500",,14580,"$1,950",,,,,,,,
5680,"$1,750",,14581,"$2,050",,,,,,,,
5681,"$1,650",,14582,"$2,200",,,,,,,,
5682,"$1,450",,14583,"$2,200",,,,,,,,
5683,"$1,400",,14697,"$1,850",,,,,,,,
5684,"$1,750",,14698,"$1,850",,,,,,,,
5685,"$1,750",,14699,"$2,050",,,,,,,,
5799,"$1,750",,14700,"$1,500",,,,,,,,
5800,"$1,950",,14701,"$1,500",,,,,,,,
5801,"$2,350",,14702,"$1,500",,,,,,,,
5820,"$1,400",,14703,"$1,500",,,,,,,,
5821,"$1,350",,14704,"$1,850",,,,,,,,
5822,"$1,750",,14781,"$1,950",,,,,,,,
5823,"$1,750",,14782,"$2,050",,,,,,,,
5869,"$1,500",,14783,"$2,200",,,,,,,,
5870,"$1,650",,14784,"$2,200",,,,,,,,
5906,"$1,950",,14785,"$2,500",,,,,,,,
5911,"$1,650",,14786,"$1,650",,,,,,,,
5912,"$1,600",,14787,"$1,650",,,,,,,,
5913,"$1,850",,14788,"$1,600",,,,,,,,
5914,"$1,950",,14789,"$1,650",,,,,,,,
5955,"$2,350",,14828,"$1,500",,,,,,,,
5956,"$2,050",,14829,"$1,600",,,,,,,,
5957,"$2,050",,14830,"$1,350",,,,,,,,
5958,"$1,950",,14831,"$1,150",,,,,,,,
5959,"$2,700",,14832,"$1,350",,,,,,,,
5960,"$2,350",,14833,"$1,150",,,,,,,,
5961,"$2,350",,14930,"$1,600",,,,,,,,
5962,"$2,350",,14931,"$1,600",,,,,,,,
5963,"$2,500",,14932,"$1,300",,,,,,,,
5964,"$2,500",,14933,"$1,200",,,,,,,,
5965,"$2,050",,14934,"$1,150",,,,,,,,
5966,"$2,250",,15036,"$1,500",,,,,,,,
5967,"$2,350",,15037,"$1,450",,,,,,,,
5968,"$2,050",,15038,"$1,750",,,,,,,,
5969,"$2,350",,15039,"$1,650",,,,,,,,
5970,"$1,950",,15040,"$1,350",,,,,,,,
5971,"$2,900",,15041,"$1,250",,,,,,,,
5972,"$2,350",,15042,"$1,150",,,,,,,,
5973,"$2,350",,15155,"$1,500",,,,,,,,
5974,"$2,350",,15156,"$1,450",,,,,,,,
5975,"$2,500",,15157,"$1,750",,,,,,,,
5976,"$2,700",,15158,"$1,650",,,,,,,,
5977,"$2,050",,15203,"$1,600",,,,,,,,
5978,"$2,400",,15317,"$1,750",,,,,,,,
6053,"$2,350",,15318,"$1,650",,,,,,,,
6054,"$2,200",,15319,"$1,950",,,,,,,,
6055,"$2,350",,15320,"$1,950",,,,,,,,
6056,"$2,200",,15321,"$1,850",,,,,,,,
6057,"$2,900",,15368,"$2,050",,,,,,,,
6058,"$2,500",,15369,"$2,050",,,,,,,,
6059,"$2,500",,15370,"$2,050",,,,,,,,
6060,"$2,700",,15371,"$2,200",,,,,,,,
6061,"$2,900",,15437,"$1,850",,,,,,,,
6062,"$2,700",,15498,"$1,850",,,,,,,,
6063,"$2,250",,15499,"$1,950",,,,,,,,
6064,"$2,400",,15500,"$2,050",,,,,,,,
6065,"$2,350",,15501,"$1,500",,,,,,,,
6066,"$2,200",,15502,"$1,500",,,,,,,,
6067,"$2,350",,15503,"$1,500",,,,,,,,
6068,"$2,200",,15504,"$1,500",,,,,,,,
6069,"$2,900",,15580,"$2,050",,,,,,,,
6070,"$2,500",,15581,"$2,050",,,,,,,,
6071,"$2,700",,15582,"$2,200",,,,,,,,
6072,"$2,500",,15583,"$2,200",,,,,,,,
6073,"$2,900",,15584,"$2,700",,,,,,,,
6074,"$2,700",,15585,"$1,650",,,,,,,,
6075,"$2,250",,15586,"$1,650",,,,,,,,
6076,"$2,400",,15587,"$1,600",,,,,,,,
6077,"$1,950",,15588,"$1,650",,,,,,,,
6078,"$2,050",,15621,"$1,450",,,,,,,,
6079,"$2,050",,15725,"$1,500",,,,,,,,
6151,"$1,850",,15726,"$1,850",,,,,,,,
6152,"$1,750",,15727,"$1,350",,,,,,,,
6153,"$2,050",,15728,"$1,850",,,,,,,,
6154,"$1,950",,15729,"$1,300",,,,,,,,
6155,"$2,350",,15730,"$1,850",,,,,,,,
6156,"$2,050",,15839,"$1,500",,,,,,,,
6157,"$2,200",,15840,"$1,450",,,,,,,,
6158,"$2,900",,15841,"$1,750",,,,,,,,
6159,"$2,350",,15842,"$1,650",,,,,,,,
6160,"$2,500",,15843,"$1,350",,,,,,,,
6161,"$2,350",,15844,"$1,250",,,,,,,,
6162,"$2,050",,15845,"$1,150",,,,,,,,
6163,"$2,050",,15846,"$1,150",,,,,,,,
6164,"$2,700",,15847,"$1,100",,,,,,,,
6165,"$2,050",,15964,"$1,500",,,,,,,,
6206,"$2,050",,15965,"$1,450",,,,,,,,
6207,"$1,950",,15966,"$1,750",,,,,,,,
6208,"$2,050",,15967,"$1,650",,,,,,,,
6209,"$2,350",,16009,"$1,600",,,,,,,,
6210,"$2,500",,16125,"$1,750",,,,,,,,
6211,"$2,500",,16126,"$1,650",,,,,,,,
6212,"$2,400",,16127,"$1,950",,,,,,,,
6213,"$2,150",,16128,"$2,050",,,,,,,,
6214,"$2,900",,16129,"$1,850",,,,,,,,
6249,"$2,500",,16130,"$2,200",,,,,,,,
6250,"$2,250",,16131,"$2,200",,,,,,,,
6251,"$1,850",,16132,"$2,350",,,,,,,,
6252,"$1,950",,16169,"$1,950",,,,,,,,
6290,"$1,950",,16170,"$2,050",,,,,,,,
6291,"$2,050",,16171,"$2,200",,,,,,,,
6292,"$2,050",,16172,"$2,200",,,,,,,,
6293,"$2,500",,16173,"$2,350",,,,,,,,
6294,"$2,700",,16174,"$2,350",,,,,,,,
6295,"$2,700",,16175,"$2,500",,,,,,,,
6296,"$2,250",,16237,"$1,850",,,,,,,,
6297,"$2,900",,16306,"$1,850",,,,,,,,
6298,"$2,900",,16307,"$1,950",,,,,,,,
6299,"$2,900",,16308,"$2,050",,,,,,,,
6300,"$2,400",,16309,"$1,500",,,,,,,,
6380,"$2,050",,16310,"$1,500",,,,,,,,
6392,"$2,800",,16311,"$1,500",,,,,,,,
6393,"$2,500",,16312,"$1,500",,,,,,,,
6394,"$2,500",,16394,"$1,950",,,,,,,,
6395,"$2,350",,16395,"$2,050",,,,,,,,
6458,"$1,950",,16396,"$2,200",,,,,,,,
6459,"$1,850",,16397,"$2,200",,,,,,,,
6460,"$2,350",,16398,"$2,700",,,,,,,,
6461,"$1,950",,16399,"$1,650",,,,,,,,
6462,"$2,350",,16400,"$1,650",,,,,,,,
6463,"$1,950",,16401,"$1,600",,,,,,,,
6464,"$2,500",,16402,"$1,650",,,,,,,,
6465,"$1,050",,16405,"$1,400",,,,,,,,
6466,$850,,16424,$900,,,,,,,,
6467,"$1,050",,16465,"$1,450",,,,,,,,
6647,"$1,450",,16556,"$1,600",,,,,,,,
6648,"$1,400",,16557,"$1,850",,,,,,,,
6649,"$1,500",,16558,"$1,250",,,,,,,,
6650,"$1,750",,16559,"$1,300",,,,,,,,
6651,"$1,750",,16560,"$1,850",,,,,,,,
6652,"$1,400",,16561,"$1,850",,,,,,,,
6653,"$1,350",,16696,"$1,450",,,,,,,,
6654,"$1,750",,16697,"$1,450",,,,,,,,
6655,"$1,750",,16698,"$1,750",,,,,,,,
6801,"$1,450",,16699,"$1,750",,,,,,,,
6802,"$1,400",,16700,"$1,300",,,,,,,,
6803,"$1,750",,16701,"$1,150",,,,,,,,
6804,"$1,750",,16702,"$1,150",,,,,,,,
6805,"$1,650",,16703,"$1,150",,,,,,,,
6806,"$1,750",,16704,"$1,100",,,,,,,,
6807,"$1,750",,16705,$850,,,,,,,,
6886,"$1,750",,16828,"$1,450",,,,,,,,
6887,"$1,950",,16829,"$1,450",,,,,,,,
6888,"$2,350",,16830,"$1,750",,,,,,,,
6906,"$1,450",,16831,"$1,750",,,,,,,,
6907,"$1,350",,16869,"$1,650",,,,,,,,
6908,"$1,750",,16989,"$1,750",,,,,,,,
6909,"$1,750",,16990,"$1,650",,,,,,,,
6948,"$1,500",,16991,"$1,950",,,,,,,,
6949,"$1,750",,16992,"$2,050",,,,,,,,
6979,"$1,950",,16993,"$1,950",,,,,,,,
6983,"$1,650",,16994,"$2,200",,,,,,,,
6984,"$1,600",,16995,"$2,200",,,,,,,,
6985,"$1,850",,16996,"$2,350",,,,,,,,
6986,"$1,950",,17040,"$1,950",,,,,,,,
6987,"$1,950",,17041,"$1,950",,,,,,,,
7011,"$2,050",,17042,"$2,200",,,,,,,,
7012,"$2,050",,17043,"$2,050",,,,,,,,
7013,"$1,950",,17044,"$2,350",,,,,,,,
7014,"$2,500",,17045,"$2,350",,,,,,,,
7015,"$2,350",,17046,"$2,500",,,,,,,,
7016,"$2,350",,17102,"$1,850",,,,,,,,
7017,"$2,350",,17185,"$2,050",,,,,,,,
7018,"$2,900",,17186,"$1,600",,,,,,,,
7019,"$2,500",,17187,"$1,950",,,,,,,,
7020,"$2,150",,17188,"$1,500",,,,,,,,
7021,"$2,150",,17189,"$1,450",,,,,,,,
7022,"$3,900",,17190,"$2,500",,,,,,,,
7023,"$2,350",,17290,"$2,200",,,,,,,,
7024,"$2,350",,17291,"$1,850",,,,,,,,
7025,"$1,950",,17292,"$1,950",,,,,,,,
7026,"$2,700",,17293,"$2,700",,,,,,,,
7027,"$2,350",,17294,"$1,600",,,,,,,,
7028,"$2,350",,17295,"$1,600",,,,,,,,
7029,"$2,700",,17296,"$2,500",,,,,,,,
7030,"$2,900",,17299,"$1,400",,,,,,,,
7031,"$2,700",,17328,$900,,,,,,,,
7032,"$2,250",,17377,"$1,450",,,,,,,,
7033,"$2,250",,17471,"$1,500",,,,,,,,
7121,"$2,350",,17472,"$1,850",,,,,,,,
7122,"$2,200",,17473,"$1,250",,,,,,,,
7123,"$2,350",,17474,"$1,300",,,,,,,,
7124,"$2,200",,17475,"$1,850",,,,,,,,
7125,"$2,700",,17476,"$1,850",,,,,,,,
7126,"$2,500",,17625,"$1,450",,,,,,,,
7127,"$2,500",,17626,"$1,450",,,,,,,,
7128,"$2,700",,17627,"$1,750",,,,,,,,
7129,"$2,900",,17628,"$1,750",,,,,,,,
7130,"$2,700",,17629,"$1,300",,,,,,,,
7131,"$2,400",,17630,"$1,150",,,,,,,,
7132,"$2,400",,17631,"$1,150",,,,,,,,
7133,"$2,500",,17632,"$1,150",,,,,,,,
7134,"$2,200",,17633,"$1,100",,,,,,,,
7135,"$2,350",,17634,$850,,,,,,,,
7136,"$2,200",,17759,"$1,450",,,,,,,,
7137,"$2,900",,17760,"$1,450",,,,,,,,
7138,"$2,500",,17761,"$1,650",,,,,,,,
7139,"$2,500",,17799,"$1,600",,,,,,,,
7140,"$2,700",,17924,"$1,650",,,,,,,,
7141,"$2,900",,17925,"$1,600",,,,,,,,
7142,"$2,700",,17926,"$1,950",,,,,,,,
7143,"$2,400",,17927,"$2,200",,,,,,,,
7144,"$2,400",,17928,"$1,950",,,,,,,,
7145,"$2,050",,17929,"$2,200",,,,,,,,
7146,"$2,200",,17930,"$2,200",,,,,,,,
7225,"$2,050",,17931,"$2,350",,,,,,,,
7226,"$1,850",,17976,"$1,950",,,,,,,,
7227,"$1,750",,17977,"$2,050",,,,,,,,
7228,"$2,050",,17978,"$2,200",,,,,,,,
